action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],action: flow[$t5],action: flow[$t6],action: flow[$t7],action: flow[$t8],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$t5],states: rlevel[$t6],states: rlevel[$t7],states: rlevel[$t8]
6.163011971771458,0.0,6.84691898286119,0.0,0.4297157194200697,1.3387093790732396,0.0,0.0,57.61003957702197,49.40511351135433,108.91875900158593,103.96308175128217,186.05608861207196,169.79300759792994,219.44457908107285,243.55216778986215
4.134817705658958,2.7342952282393393,6.4193852975871755,0.0,1.2289789017949304,0.0,0.0,0.0,54.788487056885245,51.18517731549069,105.15191318219661,105.5686502941134,190.2645457497896,173.2716401712664,222.32782717579647,244.18568554051888
4.31359475854843,2.283901392682123,5.423328057573523,1.5907094077876147,0.0,0.0,0.0,0.0,54.153530970963445,50.141492823355584,104.948543024602,107.0066250012037,192.4636629008559,175.46992990479367,224.04507971809082,244.66775708465377
0.0,1.2615097447052923,3.8444057623376837,0.7339982560349887,0.46541050495001285,0.0,0.0,0.0,53.37435032999011,49.60103346712284,105.31212182972442,106.701626448319,194.47999269329483,177.46755543193052,224.15642600828073,246.62504296211458
6.515997741459602,0.14404062182431987,3.7968396411689707,0.0,0.0,0.0,1.4285721206442403,0.0,56.95061591230785,50.109896807508456,106.19414882424371,107.28580547007037,194.0667405184648,174.80271859827968,224.70864616432294,247.2544447666729
2.195512575792577,0.0,6.323981220171626,0.27398801140150386,0.0,0.0,0.0,0.26792819793238193,53.81380832448341,51.71088066817679,105.91334313997662,108.54171756671938,194.1506094445233,179.1184080525725,223.2450205660552,248.42614091875046
4.825912611836433,0.0,0.0,1.6774651933814473,0.8171795304715879,0.0,0.0,0.3104492479732315,55.17103152991277,53.374468861873645,102.99102419253114,109.38863711213335,196.74554414935955,178.35785981300228,223.53232411408607,247.89084972979953
0.0,5.94964264539319,6.8384492964364645,0.12435938802743608,0.0,0.0,0.0,0.8175941411136387,53.82396952208484,54.95072812362857,106.69681966019803,108.74015966232037,191.69858292815405,180.36220641250708,224.57369043230358,248.84663747661824
0.0,0.7220268729941737,0.0,0.06206552642029579,0.0,0.15957457608058498,0.12037077860584118,0.0,57.37615896681964,50.49205392608463,109.12670122282574,109.71523363958356,195.27518902886064,177.1849865927485,224.56844553258054,247.5096454515559
9.52610872301615,1.7678805080874365,12.253279133519907,0.0,0.2522964854020698,0.0,0.0,0.0,60.73105012757574,51.495844869430215,112.90622057057209,110.64651958311389,191.32993180588426,174.41015810157845,224.60356255728428,247.37335567094215
5.617928512446366,2.670564946662477,5.492449517939303,0.0,0.0,0.0,0.26979607472640704,0.0,54.361944576155956,51.40263927758311,105.06044822581632,111.53767600301803,200.13881240248148,181.80380714579013,224.84401757715557,247.08766821621558
2.7170276310600308,0.0,5.646919786519702,0.0,0.6546293392424015,0.0,0.0,0.9378552543266074,52.26713322473493,50.411540373912416,105.72986172661966,112.33023888626256,200.73692616692415,183.98631283962854,224.50925025349696,247.14097502478648
0.0,2.784655561149141,0.0,0.0,0.9678574336962467,0.32054244689949574,1.2186294532384416,0.0,53.18480081946409,52.14141679781487,103.503948094864,113.03445723445978,200.71659685317098,182.87318796531514,225.17286192510187,245.97372453883878
5.046567806446255,0.0,0.0,0.9836545974676042,0.0,0.33737629164353294,0.21293122896418762,0.0,56.77115596509126,50.99801343663021,109.94162904950112,113.6596581456882,194.74014565652084,178.92438900114638,225.10491233794426,247.24494773180425
2.881135958405327,2.7034344299763693,0.0,0.13725514171510475,0.11624423558801177,0.0,0.0,0.0,55.11397156918127,52.69817835500792,112.91021575125006,113.23064296501254,190.8979071760585,180.7118830986653,225.10667798741463,248.18695809848197
6.377516067622394,2.4985848633976055,17.987929721687475,1.0627411822810202,0.0,0.0,0.0,0.0,55.71482945537308,51.606837524271455,118.25282728820589,113.69648834278802,187.67112433131712,180.35335384162198,225.09985203980406,247.84103793189252
3.1351051573995403,1.5900193380195882,0.0,0.0,3.848936444644804,0.0,0.9741200902049216,0.0,52.78604512742263,50.77721082454667,104.78790085412739,113.18421780884881,203.15202005574866,183.55522944948993,224.97829254520073,248.50464587751998
4.033397390117005,0.0,10.319528659926739,0.0,0.9286473878284367,1.8226215163275499,0.0,0.0,53.25840358634548,50.89858282559779,109.89771021712752,113.79255157044776,193.80935889562866,182.93851307988172,227.75844500533918,248.91830874145134
4.022152032846797,4.67638930832849,1.850613388003814,0.0,0.0,0.7174301872606148,0.0,0.0,52.807447782486264,52.60380918207302,102.5515763774417,114.3321426297727,199.5365614914462,181.5092169989801,229.79642024849915,248.257080344446
0.0,0.2272726015903174,8.874766101852153,0.0,0.0,0.6063087807049224,0.0,1.0756604450077154,52.39163042513778,49.54447751344599,109.1281515123409,114.81045332096294,196.6115942483095,181.43144305931114,229.34241655670795,247.75685498500619
5.995937903684335,0.3557517889354753,5.10161004575445,0.0,0.819828339036734,0.0,0.0,0.0,56.019816734866026,51.0903793352275,103.53799284816192,115.23420288236872,201.28258502115563,177.45659761015943,228.8796930793604,246.30249673759485
0.0,2.7478225457645866,1.8971209031771592,0.0,0.0,0.4393894528740962,0.0,1.1954199356517807,53.455589470904634,52.43008181557566,102.44164821847322,115.60942651874551,200.44353698678245,180.78962291256394,228.73465653663214,246.2757939185273
5.890987535331525,0.0,6.87358383432704,0.0,0.5698221154840073,0.0,0.0,0.8997842782678833,57.02751979306138,51.30843215411479,107.05437691430333,115.94153329413913,197.38610219269822,177.09666936484717,228.24178966398208,245.06011540657275
3.726610556391385,1.696685133579684,2.588581022629193,0.0,0.4237072764324056,0.0,0.0,0.0,54.51134447435566,52.99273200195521,103.4614125230003,116.23536186926506,199.33547944534388,180.3878843201744,227.99001764214168,244.43274473193398
